data_year,victim_id,injury_id
2024,223754800,5
2024,223754834,5
2024,223754758,4
2024,223754789,5
2024,223754935,5
2024,223755000,5
2024,223755001,5
2024,223755041,5
2024,223755093,5
2024,223755094,5
2024,223755204,4
2024,223755171,5
2024,223755147,5
2024,223755116,5
2024,223755187,5
2024,223755188,5
2024,223755153,5
2024,223755203,5
2024,223755112,5
2024,223755260,4
2024,223755160,4
2024,223755180,5
2024,223755352,5
2024,223755354,4
2024,223755209,4
2024,223755237,5
2024,223755239,5
2024,223755298,4
2024,223755299,4
2024,223755357,5
2024,223755358,4
2024,223755221,4
2024,223755231,5
2024,223755314,5
2024,223755273,5
2024,223755360,5
2024,223756565,4
2024,223755291,5
2024,223755292,5
2024,223755365,1
2024,223755397,2
2024,223755404,4
2024,223755467,5
2024,223755433,5
2024,223755434,4
2024,223755457,5
2024,223755458,5
2024,223755493,5
2024,223755494,5
2024,223755385,4
2024,223755386,5
2024,223755408,5
2024,223755409,5
2024,223755410,5
2024,223755492,5
2024,223755653,5
2024,223755655,5
2024,223755656,5
2024,223755855,5
2024,223755671,5
2024,223755575,5
2024,223755872,5
2024,223755579,5
2024,223755580,5
2024,223755657,5
2024,223755723,5
2024,223755677,5
2024,223755678,5
2024,223755810,4
2024,223755744,4
2024,223755747,4
2024,223755749,4
2024,223755829,5
2024,223755845,5
2024,223755846,5
2024,223755964,5
2024,223755927,5
2024,223755786,5
2024,223755961,5
2024,223755821,4
2024,223755822,4
2024,223755958,5
2024,223755959,5
2024,223755932,4
2024,223755955,5
2024,223755989,5
2024,223755990,5
2024,223755991,5
2024,223755992,5
2024,223755993,5
2024,223756044,5
2024,223756045,5
2024,223756098,5
2024,223755897,5
2024,223755918,5
2024,223755919,5
2024,223756068,5
2024,223756069,5
2024,223756225,5
2024,223756226,5
2024,223756190,5
2024,223756191,5
2024,223756192,5
2024,223756239,5
2024,223756367,5
2024,223756188,5
2024,223756227,5
2024,223756260,5
2024,223756293,5
2024,223756294,5
2024,223756295,5
2024,223756230,5
2024,223756231,4
2024,223756261,5
2024,223756269,5
2024,223756310,4
2024,223756434,5
2024,223756368,5
2024,223756413,5
2024,223756616,4
2024,223756387,5
2024,223756388,5
2024,223756321,4
2024,223756363,1
2024,223756399,5
