data_year,criminal_act_id,offense_id
2024,9,219787639
2024,9,221397378
2024,9,219787688
2024,6,219787718
2024,9,219787745
2024,3,219787691
2024,9,221397311
2024,9,219787749
2024,6,230312489
2024,6,221397374
2024,6,221397375
2024,9,219787806
2024,9,223238446
2024,9,223238447
2024,9,221397420
2024,9,221397297
2024,9,221397291
2024,9,221397352
2024,9,221397405
2024,9,221397317
2024,9,221397381
2024,9,221398049
2024,9,221397399
2024,9,221397438
2024,9,221397452
2024,9,223238497
2024,9,221397496
2024,9,221397427
2024,9,221397516
2024,9,221397530
2024,9,221397607
2024,6,243948697
2024,9,221397471
2024,6,228678149
2024,6,228678150
2024,9,221399951
2024,9,221397441
2024,6,221397487
2024,9,221397529
2024,9,221397543
2024,9,221397506
2024,9,221397518
2024,9,221397541
2024,9,221397549
2024,9,221397566
2024,9,221397588
2024,9,221397663
2024,9,221397561
2024,9,221397595
2024,6,221397658
2024,9,221397575
2024,6,230317412
2024,6,230317414
2024,9,221397580
2024,6,221400260
2024,9,221397597
2024,9,221397598
2024,9,221397635
2024,9,221397636
2024,9,221397697
2024,6,230317380
2024,9,228678170
2024,9,221397689
2024,8,230317403
2024,9,221397630
2024,3,221397705
2024,6,230317435
2024,9,221397725
2024,9,221397691
2024,9,221397714
2024,9,221397739
2024,9,221397791
2024,9,221397767
2024,6,221397808
2024,9,221397771
2024,9,221397807
2024,9,221397940
2024,6,221397781
2024,6,221397782
2024,9,221397799
2024,3,221397779
2024,9,221397795
2024,9,221397861
2024,9,230317469
2024,6,230317470
2024,9,221397879
2024,9,221397892
2024,9,221397790
2024,9,221397834
2024,9,221397829
2024,6,221397842
2024,6,221397854
2024,6,221397855
2024,9,221397857
2024,6,221397858
2024,9,221397881
2024,6,221397862
2024,6,221397863
2024,9,221397888
2024,6,221397902
2024,9,221398040
2024,8,221397883
2024,6,221397896
2024,9,221397897
2024,9,221397873
2024,9,221397944
2024,9,221397886
2024,9,221397933
2024,9,221398001
2024,9,221397962
2024,9,232399891
2024,9,221397969
2024,9,221397987
2024,6,221398009
2024,9,221398115
2024,9,221398036
2024,9,221398026
2024,8,221398051
2024,6,221398083
2024,9,221398084
2024,6,221398085
2024,6,221398076
2024,6,221398077
2024,9,221398106
2024,9,221398128
2024,9,221398129
2024,8,221398175
2024,9,221398109
2024,9,221398137
2024,8,221398150
2024,9,221399221
2024,9,221398214
2024,9,221398135
2024,9,221398227
2024,9,221398261
2024,8,221398290
2024,9,221398291
2024,6,221398144
2024,6,221400025
2024,6,221400026
2024,9,221398158
2024,9,221398226
2024,9,221398251
2024,9,221398289
2024,9,221398152
2024,9,221398171
2024,8,223238406
2024,6,221399504
2024,9,221398168
2024,9,221398202
2024,8,221398237
2024,9,221398253
2024,9,221398277
2024,6,221398274
2024,9,221398474
2024,9,221398308
2024,9,221398216
2024,9,221398239
2024,9,221398276
2024,6,221398305
2024,6,221398306
2024,9,221398352
2024,9,221398288
2024,9,221398371
2024,9,221398372
2024,6,230317436
2024,9,221398319
2024,6,230317474
2024,9,221398381
2024,9,221398395
2024,9,221398335
2024,9,221398356
2024,9,221398390
2024,9,221398437
2024,9,221398419
2024,9,221398423
2024,6,230312500
2024,9,230312501
2024,9,221398484
